[(1,100),(2,79),(3,51),(4,42),(5,40),(6,37),(7,37),(8,40),(9,41),(10,41),(11,44),(12,49),(13,47),(14,55),(15,61),(16,61),(17,70),(18,85),(19,86),(20,93)]
[(1,92),(2,58),(3,46),(4,42),(5,40),(6,36),(7,36),(8,36),(9,25),(10,27),(11,38),(12,50),(13,56),(14,65),(15,66),(16,77),(17,86),(18,89),(19,92),(20,84)]
[(1,62),(2,43),(3,27),(4,26),(5,23),(6,22),(7,20),(8,20),(9,24),(10,34),(11,37),(12,47),(13,51),(14,53),(15,62),(16,72),(17,80),(18,81),(19,86),(20,97)]
[(1,48),(2,31),(3,11),(4,6),(5,4),(6,2),(7,1),(8,1),(9,2),(10,4),(11,5),(12,6),(13,9),(14,13),(15,16),(16,22),(17,40),(18,58),(19,69),(20,75)]
[(1,88),(2,81),(3,77),(4,72),(5,48),(6,33),(7,32),(8,24),(9,15),(10,15),(11,14),(12,10),(13,13),(14,9),(15,12),(16,14),(17,18),(18,25),(19,38),(20,47)]
[(1,91),(2,89),(3,92),(4,89),(5,86),(6,68),(7,68),(8,67),(9,64),(10,61),(11,66),(12,76),(13,76),(14,82),(15,80),(16,76),(17,83),(18,79),(19,78),(20,71)]
[(1,17),(2,12),(3,7),(4,7),(5,2),(6,2),(7,2),(8,3),(9,3),(10,4),(11,6),(12,7),(13,9),(14,13),(15,24),(16,26),(17,30),(18,36),(19,41),(20,50)]
[(1,41),(2,31),(3,17),(4,14),(5,11),(6,10),(7,10),(8,9),(9,9),(10,10),(11,11),(12,18),(13,23),(14,27),(15,32),(16,42),(17,54),(18,58),(19,70),(20,77)]
[(1,89),(2,90),(3,80),(4,61),(5,54),(6,50),(7,46),(8,43),(9,41),(10,39),(11,40),(12,41),(13,44),(14,35),(15,39),(16,50),(17,52),(18,55),(19,63),(20,70)]
[(1,77),(2,69),(3,67),(4,55),(5,46),(6,41),(7,35),(8,34),(9,29),(10,29),(11,32),(12,40),(13,41),(14,42),(15,52),(16,60),(17,67),(18,66),(19,64),(20,72)]
[(1,47),(2,40),(3,28),(4,28),(5,29),(6,29),(7,28),(8,28),(9,28),(10,34),(11,41),(12,48),(13,54),(14,55),(15,61),(16,70),(17,65),(18,80),(19,89),(20,82)]
[(1,63),(2,57),(3,60),(4,59),(5,65),(6,63),(7,66),(8,67),(9,72),(10,74),(11,82),(12,80),(13,79),(14,91),(15,94),(16,90),(17,88),(18,88),(19,87),(20,98)]
[(1,40),(2,26),(3,20),(4,17),(5,11),(6,6),(7,5),(8,5),(9,4),(10,3),(11,3),(12,4),(13,5),(14,5),(15,7),(16,11),(17,22),(18,25),(19,35),(20,40)]
[(1,79),(2,66),(3,54),(4,43),(5,33),(6,35),(7,27),(8,26),(9,18),(10,22),(11,20),(12,17),(13,21),(14,25),(15,27),(16,33),(17,47),(18,55),(19,62),(20,65)]
[(1,84),(2,55),(3,51),(4,37),(5,32),(6,21),(7,18),(8,15),(9,17),(10,14),(11,11),(12,11),(13,12),(14,13),(15,21),(16,29),(17,41),(18,48),(19,56),(20,58)]
[(1,85),(2,50),(3,30),(4,20),(5,19),(6,16),(7,17),(8,15),(9,21),(10,26),(11,24),(12,25),(13,27),(14,31),(15,37),(16,52),(17,61),(18,78),(19,81),(20,90)]
[(1,79),(2,58),(3,37),(4,28),(5,22),(6,21),(7,16),(8,14),(9,12),(10,13),(11,15),(12,14),(13,16),(14,17),(15,23),(16,30),(17,41),(18,53),(19,55),(20,68)]
[(1,94),(2,77),(3,77),(4,77),(5,69),(6,63),(7,60),(8,64),(9,64),(10,69),(11,66),(12,63),(13,71),(14,75),(15,70),(16,70),(17,77),(18,69),(19,64),(20,72)]
[(1,73),(2,60),(3,53),(4,45),(5,38),(6,36),(7,36),(8,32),(9,30),(10,27),(11,28),(12,31),(13,33),(14,37),(15,40),(16,44),(17,48),(18,54),(19,62),(20,74)]
[(1,79),(2,59),(3,45),(4,31),(5,25),(6,18),(7,18),(8,18),(9,19),(10,21),(11,21),(12,21),(13,21),(14,24),(15,27),(16,28),(17,31),(18,35),(19,40),(20,41)]
[(1,94),(2,55),(3,35),(4,26),(5,21),(6,18),(7,14),(8,14),(9,14),(10,13),(11,12),(12,15),(13,18),(14,21),(15,26),(16,34),(17,39),(18,50),(19,51),(20,55)]
[(1,88),(2,77),(3,63),(4,55),(5,40),(6,39),(7,35),(8,34),(9,34),(10,27),(11,25),(12,28),(13,30),(14,30),(15,34),(16,35),(17,42),(18,47),(19,59),(20,66)]
[(1,67),(2,53),(3,39),(4,28),(5,19),(6,18),(7,16),(8,10),(9,9),(10,6),(11,6),(12,5),(13,7),(14,7),(15,16),(16,20),(17,26),(18,34),(19,45),(20,47)]
[(1,52),(2,37),(3,30),(4,29),(5,26),(6,18),(7,17),(8,14),(9,16),(10,16),(11,20),(12,28),(13,27),(14,32),(15,40),(16,43),(17,61),(18,77),(19,72),(20,75)]
[(1,35),(2,17),(3,7),(4,2),(5,2),(6,1),(7,3),(8,3),(9,4),(10,5),(11,11),(12,15),(13,22),(14,30),(15,42),(16,57),(17,59),(18,68),(19,73),(20,88)]
[(1,94),(2,78),(3,68),(4,61),(5,44),(6,40),(7,40),(8,38),(9,29),(10,32),(11,35),(12,33),(13,41),(14,42),(15,44),(16,46),(17,52),(18,62),(19,60),(20,74)]
[(1,92),(2,92),(3,75),(4,38),(5,21),(6,21),(7,16),(8,14),(9,13),(10,13),(11,13),(12,16),(13,20),(14,23),(15,31),(16,34),(17,53),(18,57),(19,64),(20,67)]
[(1,98),(2,70),(3,65),(4,60),(5,50),(6,45),(7,38),(8,33),(9,31),(10,29),(11,34),(12,38),(13,49),(14,55),(15,63),(16,71),(17,80),(18,85),(19,87),(20,96)]
[(1,92),(2,76),(3,67),(4,57),(5,54),(6,49),(7,39),(8,44),(9,41),(10,39),(11,34),(12,36),(13,40),(14,44),(15,58),(16,58),(17,62),(18,73),(19,86),(20,94)]
[(1,83),(2,62),(3,50),(4,45),(5,39),(6,32),(7,27),(8,23),(9,26),(10,24),(11,31),(12,35),(13,35),(14,42),(15,50),(16,54),(17,64),(18,67),(19,73),(20,80)]
[(1,84),(2,79),(3,69),(4,63),(5,57),(6,54),(7,57),(8,59),(9,59),(10,52),(11,51),(12,63),(13,56),(14,59),(15,64),(16,75),(17,89),(18,89),(19,87),(20,100)]
[(1,97),(2,81),(3,61),(4,50),(5,37),(6,36),(7,35),(8,28),(9,24),(10,21),(11,20),(12,23),(13,28),(14,37),(15,40),(16,51),(17,61),(18,73),(19,81),(20,94)]
[(1,69),(2,48),(3,39),(4,33),(5,28),(6,27),(7,23),(8,23),(9,23),(10,22),(11,20),(12,22),(13,27),(14,30),(15,35),(16,46),(17,47),(18,52),(19,58),(20,58)]
[(1,78),(2,57),(3,50),(4,38),(5,33),(6,25),(7,19),(8,15),(9,14),(10,12),(11,9),(12,10),(13,11),(14,14),(15,16),(16,21),(17,28),(18,33),(19,36),(20,48)]
[(1,100),(2,51),(3,37),(4,28),(5,25),(6,18),(7,22),(8,19),(9,19),(10,22),(11,24),(12,30),(13,33),(14,38),(15,45),(16,54),(17,62),(18,68),(19,72),(20,78)]
[(1,3),(2,2),(3,2),(4,1),(5,3),(6,5),(7,6),(8,9),(9,10),(10,14),(11,21),(12,23),(13,27),(14,34),(15,37),(16,36),(17,39),(18,43),(19,43),(20,48)]
