1958,7.558370983021614
1959,8.09564292685116
1960,7.947912297587854
1961,8.23613948250306
1962,8.214518342706338
1963,8.263004980448793
1964,8.177002882866864
1965,8.210197093210146
1966,8.377240003638887
1967,8.359947713337958
1968,8.309728263187104
1969,8.359298334917469
1970,8.490000908139523
1971,8.446933833103056
1972,8.4118967141607
1973,8.247160731929013
1974,8.215878111622025
1975,8.434804840927946
1976,8.464183129862246
1977,8.317436812023642
1978,8.219563838411386
1979,8.405339674005193
1980,8.301327313451697
1981,8.228964486381791
1982,8.191556929870709
1983,8.251352260068044
1984,8.083053518030523
1985,7.94299324970607
1986,8.097618427872293
1987,8.103236317500873
1988,8.066279828395512
1989,8.03196140672896
1990,8.027198642483782
1991,8.152743811092165
1992,7.964304054539054
1993,8.07455516693818
1994,8.095842616705784
1995,8.176630588139762
1996,8.119552727434046
1997,8.269861704018599
1998,8.498811214960174
1999,8.026822062456713
2000,8.166593347016406
2001,8.094958755669355
2002,8.10665797055787
2003,8.134094884158099
2004,8.167759875128974
2005,8.151621402572273
2006,8.311501141059427
2007,8.18318554356529
2008,8.16212478035449
2009,8.237812675237496
2010,7.839681216839295
2011,7.869192947539858
2012,8.018455956666553
2013,8.26186612982074
2014,8.200038364545323
2015,8.065212382424404
2016,6.543812577969379
