[(1,75),(2,51),(3,35),(4,27),(5,16),(6,17),(7,12),(8,13),(9,14),(10,16),(11,16),(12,17),(13,21),(14,27),(15,30),(16,39),(17,54),(18,62),(19,68),(20,73)]
[(1,88),(2,92),(3,88),(4,84),(5,82),(6,84),(7,86),(8,86),(9,86),(10,87),(11,77),(12,69),(13,79),(14,79),(15,84),(16,84),(17,81),(18,76),(19,74),(20,78)]
[(1,98),(2,94),(3,89),(4,82),(5,83),(6,79),(7,75),(8,73),(9,70),(10,67),(11,66),(12,57),(13,51),(14,51),(15,50),(16,49),(17,50),(18,62),(19,71),(20,86)]
[(1,97),(2,88),(3,83),(4,78),(5,76),(6,66),(7,66),(8,65),(9,57),(10,58),(11,59),(12,56),(13,52),(14,52),(15,54),(16,51),(17,54),(18,57),(19,70),(20,79)]
[(1,51),(2,55),(3,55),(4,49),(5,38),(6,33),(7,30),(8,22),(9,23),(10,22),(11,23),(12,22),(13,23),(14,27),(15,29),(16,35),(17,46),(18,61),(19,67),(20,74)]
[(1,75),(2,64),(3,69),(4,70),(5,58),(6,57),(7,64),(8,56),(9,56),(10,47),(11,48),(12,53),(13,54),(14,62),(15,64),(16,60),(17,73),(18,86),(19,85),(20,94)]
[(1,63),(2,76),(3,83),(4,87),(5,83),(6,84),(7,71),(8,70),(9,67),(10,71),(11,72),(12,68),(13,64),(14,60),(15,58),(16,62),(17,66),(18,74),(19,76),(20,76)]
[(1,99),(2,79),(3,72),(4,68),(5,57),(6,51),(7,45),(8,40),(9,42),(10,44),(11,38),(12,32),(13,35),(14,44),(15,55),(16,60),(17,72),(18,72),(19,82),(20,89)]
[(1,100),(2,87),(3,86),(4,85),(5,81),(6,75),(7,69),(8,69),(9,64),(10,62),(11,57),(12,55),(13,54),(14,51),(15,47),(16,47),(17,42),(18,51),(19,65),(20,73)]
[(1,91),(2,75),(3,69),(4,62),(5,59),(6,48),(7,44),(8,37),(9,34),(10,34),(11,28),(12,25),(13,24),(14,29),(15,37),(16,45),(17,56),(18,59),(19,64),(20,67)]
[(1,74),(2,78),(3,75),(4,75),(5,74),(6,72),(7,73),(8,73),(9,77),(10,82),(11,78),(12,83),(13,88),(14,88),(15,88),(16,83),(17,83),(18,84),(19,80),(20,87)]
[(1,12),(2,22),(3,19),(4,21),(5,17),(6,15),(7,10),(8,11),(9,12),(10,12),(11,11),(12,14),(13,14),(14,15),(15,20),(16,26),(17,34),(18,38),(19,48),(20,60)]
[(1,95),(2,83),(3,72),(4,75),(5,75),(6,76),(7,77),(8,73),(9,75),(10,78),(11,82),(12,92),(13,96),(14,100),(15,100),(16,98),(17,98),(18,93),(19,83),(20,85)]
