65 ,11
71 ,38
60 ,10
81 ,11
96 ,36
87 ,38
98 ,69
52 ,1
84 ,12
99 ,36
69 ,23
83 ,34
100 ,15
100 ,1
73 ,18
89 ,23
87 ,41
100 ,55
99 ,61
52 ,5
55 ,12
94 ,58
100 ,10
90 ,27
95 ,67
99 ,43
90 ,49
95 ,7
100 ,4
84 ,11
98 ,2
97 ,1
100 ,40
96 ,33
94 ,42
90 ,36
99 ,44
84 ,14
88 ,32
71 ,8
80 ,26
93 ,2
80 ,4
95 ,34
98 ,20
90 ,34
98 ,40
81 ,35
79 ,29
99 ,35
94 ,26
98 ,48
95 ,25
83 ,17
98 ,55
86 ,63
74 ,8
92 ,16
80 ,33
99 ,69
84 ,7
54 ,8
96 ,6
100 ,56
91 ,1
90 ,43
96 ,40
99 ,78
95 ,56
95 ,36
96 ,40
74 ,17
98 ,51
89 ,44
100 ,49
85 ,49
78 ,6
92 ,5
98 ,38
93 ,7
78 ,38
89 ,1
88 ,6
98 ,37
99 ,52
89 ,50
98 ,55
75 ,1
96 ,25
95 ,1
85 ,51
70 ,32
59 ,14
92 ,54
100 ,38
94 ,47
76 ,4
100 ,51
99 ,13
77 ,30
78 ,31
96 ,31
99 ,25
80 ,29
87 ,46
94 ,58
94 ,51
62 ,18
83 ,52
76 ,10
61 ,31
77 ,9
97 ,41
82 ,9
84 ,14
75 ,8
90 ,20
93 ,19
97 ,5
79 ,54
73 ,39
91 ,36
92 ,11
85 ,42
100 ,24
98 ,88
99 ,14
96 ,51
97 ,46
99 ,29
57 ,2
74 ,9
88 ,23
100 ,47
82 ,32
87 ,20
81 ,13
99 ,61
97 ,53
100 ,36
91 ,30
92 ,51
92 ,35
85 ,37
86 ,8
92 ,26
73 ,10
95 ,10
68 ,19
91 ,7
95 ,21
97 ,76
52 ,24
90 ,22
52 ,22
72 ,8
86 ,1
74 ,8
95 ,5
99 ,22
95 ,51
81 ,3
79 ,25
90 ,12
86 ,23
66 ,13
100 ,6
81 ,9
88 ,50
81 ,39
99 ,20
70 ,52
93 ,25
100 ,3
95 ,10
91 ,46
99 ,7
95 ,5
81 ,46
95 ,22
76 ,34
98 ,57
58 ,7
100 ,14
85 ,18
100 ,5
96 ,30
78 ,28
94 ,22
83 ,11
79 ,29
78 ,28
89 ,31
91 ,36
90 ,44
75 ,31
89 ,18
74 ,8
50 ,7
89 ,19
76 ,17
100 ,68
74 ,5
59 ,1
51 ,1
39 ,1
47 ,1
79 ,4
66 ,16
90 ,1
87 ,37
62 ,23
87 ,27
88 ,16
97 ,5
92 ,52
97 ,51
100 ,40
74 ,22
94 ,59
93 ,46
92 ,37
79 ,10
80 ,15
76 ,44
93 ,67
86 ,36
72 ,22
92 ,28
94 ,70
83 ,19
83 ,12
86 ,24
100 ,20
73 ,45
